title	type	url_slug	venue	date	location	talk_url	description
A Large Scale Test Corpus for Semantic Table Search	Presentation	presentation-1	SIGIR'24	2024-07-16	Washington D.C.		Conference presentation of the paper 'A Large Scale Test Corpus for Semantic Table Search’
